LEA Code,District Name,School Code,School Name,Organization Type,School Type,Low Grade,High Grade,Address,City,State,Zip,County,Current Status,Categories And Programs,Virtual School,IB Program,Phone Number,Fax Number,Website Url,Email
1414,De Pere,2047,Notre Dame of De Pere: GRACE,Private School,Elementary School,K4,08,137 S Superior St,De Pere,WI,54115,Brown,OPEN,Choice,,,920-337-1115,920-337-1101,www.notredameofdepere.com,mmares@gracesystem.org
1421,De Soto Area,3520,Saint Charles School,Private School,Elementary School,K4,06,707 Eagle St,Genoa,WI,54632,Vernon,OPEN,,,,608-689-2642,608-689-2811,www.stcharlesgenoa.org,office@stcharlesgenoa.org
1421,De Soto Area,6667,Saint Matthew's Evangelical Lutheran,Private School,Elementary School,K4,08,303 N Main St,Stoddard,WI,54658,Vernon,OPEN,Choice,,,608-457-2700,608-457-2702,https://school.stmatthews-wels.com/page/home-page,principal@stmatthews-wels.com
1428,Dodgeville,5030,Saint Joseph Grade School,Private School,Elementary School,K4,08,305 E Walnut St,Dodgeville,WI,53533,Iowa,OPEN,,,,608-930-3393,--,https://stjoedodge.org/,principal@stjoedodge.org
1499,Durand-Arkansaw,1295,Albany Hills Amish Sch,Private School,Elementary School,01,08,N7364 County Road H,Mondovi,WI,54755,Pepin,OPEN,,,,715-672-3469,,,
1499,Durand-Arkansaw,6300,Assumption Catholic School,Private School,Elementary School,K4,08,901 W Prospect St,Durand,WI,54736,Pepin,OPEN,,,,715-672-5617,715-672-3931,,
1499,Durand-Arkansaw,1033,Dusham Amish Sch,Private School,Elementary School,01,08,N6734 L Poeschel Rd,Durand,WI,54736,Pepin,OPEN,,,,715-672-3469,,,
1499,Durand-Arkansaw,1034,West Peru Amish School,Private School,Elementary School,01,08,N138 690th St,Durand,WI,54736,Pepin,OPEN,,,,715-672-3469,,,
1526,Northland Pines,0370,Christ Lutheran School,Private School,Elementary School,K4,08,201 N 3rd St,Eagle River,WI,54521,Vilas,OPEN,,,,715-479-8284,715-479-8284,christeagleriver.org,christeagleriver@gmail.com
1526,Northland Pines,1890,Old Paths Christian Elementary School,Private School,Elementary School,KG,KG,528 Pine St,Eagle River,WI,54521,Vilas,CLOSED,,,,715-966-9421,,https://oldpathschristianministries.com,oldpathscm@gmail.com
1526,Northland Pines,1987,Old Paths Christian Ministries,Private School,Elementary School,K4,01,528 W Pine St,Eagle River,WI,54521,Vilas,OPEN,,,,,,,
1540,East Troy Community,1754,Bloom360 Learning Community,Private School,Combined Elementary/Secondary School,KG,12,N8921 Stone School Rd,East Troy,WI,53120,Walworth,OPEN,,,,414-935-6360,262-748-1473,www.bloom360.org,cgosh-lee@bloom360.org
1540,East Troy Community,0770,Good Shepherd Lutheran School,Private School,Elementary School,K4,08,1936 Emery St,East Troy,WI,53120,Walworth,OPEN,,,,262-642-3310,262-642-3310,,gslschool@wi.rr.com
1540,East Troy Community,1194,Mukwonago Baptist Academy,Private School,Combined Elementary/Secondary School,KG,12,1610 Honeywell Rd,Mukwonago,WI,53149,Waukesha,OPEN,,,,262-363-4197,262-363-4197,,mbaoffice@mukwonagobaptist.org
1540,East Troy Community,7250,Saint Paul's Lutheran School,Private School,Elementary School,K4,08,2665 North St,East Troy,WI,53120,Walworth,OPEN,Choice,,,262-642-3202,,stpaulset.org,schooloffice@stpaulset.net
1540,East Troy Community,7430,Saint Peter's School,Private School,Elementary School,K4,08,3001 Elm St,East Troy,WI,53120,Walworth,CLOSED,,,,262-642-5533,262-642-5897,www.saintpeterscatholic.school,jmacdonald@stpetersschoolet.org
1554,Eau Claire Area,0166,Bethel Christian School,Private School,Combined Elementary/Secondary School,01,12,2361 N Hastings Way,Eau Claire,WI,54703,Eau Claire,OPEN,,,,715-835-8866,,www.bethelec.org,bcseauclaire@gmail.com
1554,Eau Claire Area,1111,Crestview Academy,Private School,Elementary School,KG,08,1519 Peterson Ave,Eau Claire,WI,54703,Eau Claire,OPEN,,,,715-835-2275,715-836-9878,crestviewacademy.com,arnie.prokott@crestviewacademy.com
1554,Eau Claire Area,0555,Eau Claire Academy,Private School,Combined Elementary/Secondary School,KG,12,1708 Westgate Rd,Eau Claire,WI,54703,Eau Claire,OPEN,,,,715-834-6681,715-834-9954,"www.eauclaireacademy.com ",jchristen@clinicarecorp.com
1554,Eau Claire Area,1390,Immaculate Conception Grade School,Private School,Elementary School,KG,05,1703 Sherwin Ave,Eau Claire,WI,54701,Eau Claire,OPEN,Choice,,,715-830-2276,715-830-9846,www.regiscatholicschools.com,centraloffice@regiscatholicschools.com
1554,Eau Claire Area,1510,Immanuel Lutheran College High,Private School,High School,09,12,501 Grover Rd,Eau Claire,WI,54701,Eau Claire,OPEN,,,,715-836-6621,715-836-6634,www.ilc.edu,joel.gullerud@ilc.edu
1554,Eau Claire Area,1820,Messiah Lutheran School,Private School,Elementary School,K4,08,2015 N Hastings Way,Eau Claire,WI,54703,Eau Claire,OPEN,,,,715-834-2865,715-834-8144,www.messiahschool.org,seth.schaller@ecmessiah.org
1554,Eau Claire Area,2440,Regis High,Private School,High School,09,12,2100 Fenwick Ave,Eau Claire,WI,54701,Eau Claire,OPEN,Choice,,,715-830-2271,715-830-5461,www.regiscatholicschools.com,centraloffice@regiscatholicschools.com
1554,Eau Claire Area,1183,Regis Middle,Private School,Middle School,06,08,2100 Fenwick Ave,Eau Claire,WI,54701,Eau Claire,OPEN,Choice,,,715-830-2272,715-830-5461,www.regiscatholicschools.com,centraloffice@regiscatholicschools.com
1554,Eau Claire Area,4160,Saint James Grade School,Private School,Elementary School,K4,05,2502 11th St,Eau Claire,WI,54703,Eau Claire,OPEN,Choice,,,715-830-2277,715-858-3478,www.regiscatholicschools.com,centraloffice@regiscatholicschools.com
1554,Eau Claire Area,5757,Saint Mark Lutheran School,Private School,Elementary School,K4,08,3307 State St,Eau Claire,WI,54701,Eau Claire,OPEN,Choice,,,715-834-5782,715-834-7668,www.stmark-wels.org,kgosdeck@smwels.org
1554,Eau Claire Area,2037,Wild Blossoms Montessori,Private School,Elementary School,K4,KG,6550 Hart Rd,Eau Claire,WI,54701,Eau Claire,OPEN,,,,715-222-6701,,,wildblossomsmontessori@gmail.com
1561,Edgar,4330,Saint John School,Private School,Elementary School,K4,08,125 N 4th Ave,Edgar,WI,54426,Marathon,OPEN,Choice,,,715-352-3000,,https://edgarcatholic.org/stj/school/,secretary@stjohnedgar.org
1638,Elkhorn Area,0662,First Evangelical Lutheran School,Private School,Elementary School,K4,08,415 Devendorf St,Elkhorn,WI,53121,Walworth,OPEN,Choice,,,262-723-1091,262-723-8912,firstatthecross.com,principal@firstatthecross.com
1659,Ellsworth Community,3770,Saint Francis School,Private School,Elementary School,K4,05,244 W Woodworth St,Ellsworth,WI,54011,Pierce,OPEN,,,,715-273-4391,715-273-6374,stfrancisellsworth.org,principal@stfrancisellsworth.org
1862,Fond du Lac,0652,Faith Lutheran School,Private School,Elementary School,K4,08,55 Prairie Rd,Fond du Lac,WI,54935,Fond du Lac,OPEN,Choice,,,920-923-6313,,flsfdl.org,office@faithlutheranfdl.org
1862,Fond du Lac,8260,Fond du Lac Christian School,Private School,Combined Elementary/Secondary School,KG,12,720 Rienzi Rd,Fond du Lac,WI,54935,Fond du Lac,OPEN,Choice,,,920-924-2177,920-322-9459,fcsfdl.org,office@fcsfdl.org
1862,Fond du Lac,2410,Redeemer Lutheran Grade School,Private School,Elementary School,KG,08,606 Forest Ave,Fond du Lac,WI,54935,Fond du Lac,OPEN,Choice,,,920-921-4020,920-907-9480,www.redeemerfdl.org,office@redeemerfdl.org
1862,Fond du Lac,6560,Saint Mary's Springs Academy,Private School,Combined Elementary/Secondary School,K4,12,255 County Road K,Fond du Lac,WI,54937,Fond du Lac,OPEN,Choice,,,920-924-0993,920-922-7849,www.smsacademy.org,sakey@smsacademy.org
1862,Fond du Lac,7470,Saint Peter's Lutheran Grade School,Private School,Elementary School,K4,08,1600 S Main St,Fond du Lac,WI,54937,Fond du Lac,OPEN,Choice,,,920-922-1160,--,www.stpetersfdl.net,principal@stpetersfdl.net
1862,Fond du Lac,8374,Trinity Baptist School,Private School,Combined Elementary/Secondary School,K4,12,20 E Arndt St,Fond du Lac,WI,54936,Fond du Lac,OPEN,,,,920-922-9044,,www.tbschool.org,jshaeffer@trinityfdl.net
1862,Fond du Lac,8700,Winnebago Lutheran Academy,Private School,High School,09,12,475 E Merrill Ave,Fond du Lac,WI,54935,Fond du Lac,OPEN,Choice,,,920-921-4930,920-921-4280,www.wlavikings.org,gbates@wlavikings.org
1870,Fontana J8,0646,Faith Christian School,Private School,Combined Elementary/Secondary School,K4,12,W5525 State Hwy 67,Williams Bay,WI,53191,Walworth,OPEN,Choice,,,262-245-9404,--,www.faithchristianschool.org,info@faithchristianschool.org
1883,Fort Atkinson,1784,Crown of Life Christian Academy,Private School,Elementary School,K4,08,535 Berea Dr,Fort Atkinson,WI,53538,Jefferson,OPEN,Choice,,,920-563-2278,920-563-8477,www.crownoflifeacademy.org,info@crownoflifeacademy.org
1883,Fort Atkinson,0650,Faith Community Christian School,Private School,Combined Elementary/Secondary School,K4,12,W5949 Hackbarth Rd,Fort Atkinson,WI,53538,Jefferson,OPEN,,,,920-563-9954,920-563-4754,www.fccfa.com,school@fccfa.com
1883,Fort Atkinson,5330,Saint Joseph Grade School,Private School,Elementary School,KG,08,1650 Endl Blvd,Fort Atkinson,WI,53538,Jefferson,OPEN,,,,920-563-3029,855-449-1894,www.stjosephfort.org,khomb@stjosephfort.org
1883,Fort Atkinson,7130,Saint Paul's Lutheran School,Private School,Elementary School,K4,08,309 Bluff St,Fort Atkinson,WI,53538,Jefferson,OPEN,Choice,,,920-563-5349,,stpaulsfort.org,school@stpaulsfort.org
1890,Fox Point J2,0856,Hillel Academy,Private School,Elementary School,K4,08,6401 N Santa Monica Blvd,Milwaukee,WI,53217,Milwaukee,OPEN,Choice,,,414-962-9545,414-967-8373,www.theacademywi.org,office@theacademywi.org
1890,Fox Point J2,1850,Milwaukee Jewish Day School,Private School,Elementary School,K4,08,6401 N Santa Monica Blvd,Milwaukee,WI,53217,Milwaukee,OPEN,,,,414-964-1499,414-963-2723,www.mjds.org,kxiong@mjds.org
1890,Fox Point J2,3680,Saint Eugene School,Private School,Elementary School,K4,08,7600 N Port Washington Rd,Fox Point,WI,53217,Milwaukee,OPEN,,,,414-918-1120,414-918-1122,www.steugeneschool.com,schooloffice@steugene.school
1897,Maple Dale-Indian Hill,4460,Saint John's Lutheran School,Private School,Elementary School,K4,08,7877 N Port Washington Rd,Glendale,WI,53217,Milwaukee,OPEN,Choice,,,414-352-4150,,www.stjohnglendale.com,karin.raiten@stjohnglendale.com
1897,Maple Dale-Indian Hill,8595,University School of Milwaukee,Private School,Combined Elementary/Secondary School,K4,12,2100 W Fairy Chasm Rd,Milwaukee,WI,53217,Milwaukee,OPEN,,,,414-352-6000,414-352-8076,www.usm.org,woutlaw@usm.org
1900,Franklin Public,1590,Indian Community School,Private School,Elementary School,K4,08,10405 W Saint Martins Rd,Franklin,WI,53132,Milwaukee,OPEN,,,,414-525-6100,414-525-6160,www.ics-edu.org,cgleba@ics-edu.org
1900,Franklin Public,1620,Jubilee Christian School,Private School,Elementary School,K4,KG,3639 W Ryan Rd,Franklin,WI,53132,Milwaukee,OPEN,,,,414-423-0700,414-423-0793,www.jubilee-christian.org,tanya@jubileechristian.net
1900,Franklin Public,7260,Saint Pauls Lutheran School,Private School,Elementary School,K4,08,6881 S 51st St,Franklin,WI,53132,Milwaukee,OPEN,,,,414-421-1930,,www.stpaulsfranklin.org/school.html,office@stpaulsfranklin.org
1900,Franklin Public,1978,Salam School,Private School,High School,09,12,8910 S 102nd St,Franklin,WI,53132,Milwaukee,OPEN,Choice,,,414-282-0504,,https://salamk12.org,wshalaby@salamschool.com
1939,Frederic,1687,Frederic Amish School,Private School,Combined Elementary/Secondary School,KG,08,1400 310th St,Frederic,WI,54837,Polk,OPEN,,,,715-472-2070,,,
1945,Northern Ozaukee,2464,Divine Savior Catholic School,Private School,Elementary School,KG,08,305 Fredonia Ave,Fredonia,WI,53021,Ozaukee,OPEN,,,,262-692-2141,262-692-3085,dsoll.org/DSCS,dscsschool@dscsfredonia.org
1953,Freedom Area,6820,Saint Nicholas Catholic School,Private School,Elementary School,K4,08,W2035 County Road S,Freedom,WI,54130,Outagamie,OPEN,Choice,,,920-788-9371,920-788-1492,https://www.school.stnicholasfreedom.org/,svanderloop@stnicholasfreedom.org
1953,Freedom Area,7412,Saint Peter Lutheran School,Private School,Elementary School,KG,08,N2740 French Rd,Freedom,WI,54913,Outagamie,OPEN,Choice,,,920-739-2009,920-739-3615,www.stpeterschool922.com,justin.danell@922ministries.com
2009,Galesville-Ettrick-Trempealeau,0132,Berean Baptist Christian School,Private School,Combined Elementary/Secondary School,KG,12,N20601 US Highway 53,Galesville,WI,54630,Trempealeau,OPEN,,,,608-582-2824,,,berean2020@juno.com
2058,Germantown,1367,Bethlehem Evangelical Lutheran School,Private School,Elementary School,K4,04,N108W14290 Bel Aire Ln,Germantown,WI,53022,Washington,OPEN,Choice,,,262-251-3120,262-251-4679,www.bethlehem-wels.org,pkoester@bethlehem-wels.org
2058,Germantown,0469,Crown of Life Evangelical Lutheran,Private School,Elementary School,K4,08,1292 Tally Ho Trl,Hubertus,WI,53033,Washington,OPEN,Choice,,,262-628-2550,262-628-0893,www.crownoflifehubertus.com,dstoltz@crownoflifehubertus.com
2058,Germantown,0470,David's Star Lutheran School,Private School,Elementary School,K4,08,2740 Davids Star Dr,Jackson,WI,53037,Washington,OPEN,Choice,,,262-677-2412,262-677-8960,www.davidsstar.org,school@davidsstar.org
2058,Germantown,3317,Saint Boniface Grade School,Private School,Elementary School,K4,08,W204N11968 Goldendale Rd,Germantown,WI,53022,Washington,OPEN,Choice,,,262-628-1955,,www.stbschool.org,schooloffice@stbonifacewi.org
2114,Gibraltar Area,1992,Peninsula Roots Academy Inc,Private School,Elementary School,K4,01,4140 Bluff Ln,Fish Creek,WI,54212,Door,OPEN,,,,920-639-3156,,https://www.peninsularoots.org,carrie@peninsularoots.org
2177,Nicolet Union High School,1791,Bader Hillel High Inc,Private School,High School,09,12,2315 W Good Hope Rd,Glendale,WI,53209,Milwaukee,OPEN,Choice,,,414-316-4642,262-364-2149,hillelhigh.com,ryb@hillelhigh.com
2177,Nicolet Union High School,8379,Torah Academy of Milwaukee,Private School,High School,09,12,6800 N Green Bay Ave,Glendale,WI,53209,Milwaukee,OPEN,Choice,,,414-352-6789,414-352-6646,www.torahacademymil.org,beth.meister@torahacademymil.org
2184,Glendale-River Hills,1676,North Shore Montessori School,Private School,Elementary School,KG,06,4650 N Port Washington Rd,Glendale,WI,53212,Milwaukee,OPEN,,,,414-906-8900,,montessorinorthshore.org,admin@montessorinorthshore.org
2184,Glendale-River Hills,2019,Open Wings Learning Community Inc,Private School,Elementary School,KG,08,4650 N Port Washington Rd,Milwaukee,WI,53212,Milwaukee,OPEN,,,,414-210-2091,,https://openwingslearning.org,aliciajohnson@openwingslearning.org
2184,Glendale-River Hills,2029,Saint Augustine Prep North Campus,Private School,Combined Elementary/Secondary School,K4,09,6810 N Port Washington Rd,Glendale,WI,53217,Milwaukee,OPEN,Choice,,,414-810-1380,,https://www.augprep.org,info@augprep.org
2184,Glendale-River Hills,3734,Saint Francis Children's Center,Private School,Elementary School,KG,KG,6700 N Port Washington Rd,Milwaukee,WI,53217,Milwaukee,OPEN,,,,414-351-0450,414-351-8845,www.sfcckids.org,sfccinfo@sfcckids.org
2217,Grafton,2253,Our Savior Lutheran School,Private School,Elementary School,K4,08,1332 Arrowhead Rd,Grafton,WI,53024,Ozaukee,OPEN,Choice,,,262-377-7780,262-377-9045,www.oursaviorgrafton.org/oslc_homepage/school.html,pastorfischer@oursaviorgrafton.org
2217,Grafton,5340,Saint Joseph Parish School,Private School,Elementary School,K4,08,1619 Washington  Street,Grafton,WI,53024,Ozaukee,OPEN,Choice,,,262-375-6505,262-375-6509,www.stjosephgrafton.org,schooloffice@stjosephgrafton.org
2217,Grafton,7091,Saint Paul Lutheran School,Private School,Elementary School,K4,08,701 Washington St,Grafton,WI,53024,Ozaukee,OPEN,Choice,,,262-377-4659,262-377-7808,splgrafton.org,info@splgrafton.org
2226,Granton Area,0057,Amish Parochial Schools,Private School,Elementary School,01,08,N6302 Sandhill Ave,Chili,WI,54420,Clark,OPEN,,,,,,,
2289,Green Bay Area Public,0120,Bay City Christian School,Private School,Combined Elementary/Secondary School,K4,12,1840 Bond St,Green Bay,WI,54303,Brown,OPEN,Choice,,,920-499-5561,920-499-5619,www.baycitychristian.org,school@baycitychristian.org
2289,Green Bay Area Public,1496,Bellevue Christian Academy,Private School,Combined Elementary/Secondary School,K4,12,1393 Bellevue St,Green Bay,WI,54311,Brown,OPEN,,,,920-494-8831,,bellevuebaptistministries.com,gregorykummer@aol.com
2289,Green Bay Area Public,2443,Father Allouez Catholic School: GRACE,Private School,Combined Elementary/Secondary School,K4,08,333 Hilltop Dr,Green Bay,WI,54301,Brown,OPEN,Choice,,,920-336-3230,920-336-1949,http://www.fatherallouezschool.org/,fdempsey@gracesystem.org
2289,Green Bay Area Public,1925,Fundamentals LLC,Private School,Combined Elementary/Secondary School,KG,12,1747 Shawano Ave,Green Bay,WI,54303,Brown,OPEN,,,,920-784-9276,,https://www.fundamentalswi.com,admin@fundamentalswi.com
2289,Green Bay Area Public,1708,Grace Christian Academy of Pulaski,Private School,Combined Elementary/Secondary School,K4,12,1087 Kellogg St,Green Bay,WI,54303,Brown,OPEN,,,,920-785-1276,,www.gracechristianacademy.school,info@gracechristianacademy.school
2289,Green Bay Area Public,8120,Green Bay Adventist Junior Academy,Private School,Combined Elementary/Secondary School,KG,10,1422 Shawano Ave,Green Bay,WI,54303,Brown,OPEN,Choice,,,920-494-2741,,www.greenbayaja.org,s.davis@greenbayaja.org
2289,Green Bay Area Public,1371,Green Bay Trinity Lutheran School,Private School,Elementary School,K4,08,120 S Henry St,Green Bay,WI,54302,Brown,OPEN,Choice,,,920-655-4673,920-468-5757,www.greenbaytrinity.org,principal@greenbaytrinity.org
2289,Green Bay Area Public,0920,Holy Cross School: GRACE,Private School,Elementary School,K4,08,3994 Wequiock Rd,Green Bay,WI,54311,Brown,OPEN,Choice,,,920-468-0625,920-866-4000,www.holycrossfamily.org,kpeterson@gracesystem.org
2289,Green Bay Area Public,1055,Holy Family School: GRACE,Private School,Elementary School,K4,08,1204 S Fisk St,Green Bay,WI,54304,Brown,OPEN,Choice,,Middle Years Programme,920-494-1931,920-494-4942,www.holyfamilygreenbay.com,jtyrrell@gracesystem.org
2289,Green Bay Area Public,2066,LHBM Legacy Academy,Private School,Combined Elementary/Secondary School,KG,12,114 S Broadway St,Green Bay,WI,54303,Brown,OPEN,,,,920-209-9900,,https://lhbmlegacyllc.com/welcome-home-1,Zachary@lhbmlegacyllc.com
2289,Green Bay Area Public,1863,Lync Academy LLC,Private School,Combined Elementary/Secondary School,KG,12,"205 Doty St ",Green Bay,WI,54301,Brown,CLOSED,,,,920-770-4949,,www.lyncacademy.com,info@lyncacademy.com
2289,Green Bay Area Public,2051,LYNC Learning Academy,Private School,Combined Elementary/Secondary School,01,12,205 Doty St,Green Bay,WI,54301,Brown,OPEN,,,,920-770-4949,,,lynclearningacademy@gmail.com
2289,Green Bay Area Public,2040,Northeastern Wisconsin Lutheran High,Private School,High School,09,12,1311 S Robinson Ave,Green Bay,WI,54311,Brown,OPEN,Choice,,,920-469-6810,,www.newlhs.com,mcclellanj@newlhs.com
2289,Green Bay Area Public,2046,Notre Dame de la Baie Academy,Private School,High School,09,12,610 Maryhill Dr,Green Bay,WI,54303,Brown,OPEN,Choice,,"Career-related Programme, Diploma Programme",920-429-6100,920-429-6168,www.notredameacademy.com,brockwood@notredameacademy.com
2289,Green Bay Area Public,1287,Oneida Early Intervention,Private School,Elementary School,K4,03,1260 Packerland Dr,Green Bay,WI,54304,Brown,OPEN,,,,920-490-3891,920-490-3879,,cwitkows@oneidanation.org
